DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,NL,2012-01-01,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,NO,2012-01-01,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,PL,2012-01-01,15.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,PT,2012-01-01,38.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,RO,2012-01-01,23.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,SI,2012-01-01,-5.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,SK,2012-01-01,19.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,UK,2012-01-01,30.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,BE,2012-01-01,0.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,BG,2012-01-01,7.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,CH,2012-01-01,4.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,CY,2012-01-01,5.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,CZ,2012-01-01,9.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,DK,2012-01-01,6.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,ES,2012-01-01,8.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,FI,2012-01-01,6.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,FR,2012-01-01,-5.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,HU,2012-01-01,4.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,IE,2012-01-01,1.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,IS,2012-01-01,3.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,IT,2012-01-01,8.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,LT,2012-01-01,7.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,MT,2012-01-01,1.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,NL,2012-01-01,1.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,NO,2012-01-01,4.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,PL,2012-01-01,5.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,PT,2012-01-01,6.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,RO,2012-01-01,0.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,SE,2012-01-01,5.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,SI,2012-01-01,-0.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,SK,2012-01-01,12.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,UK,2012-01-01,4.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,BE,2013-01-01,1.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,BG,2013-01-01,13.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,CH,2013-01-01,7.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,CY,2013-01-01,-0.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,CZ,2013-01-01,12.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,DK,2013-01-01,12.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,ES,2013-01-01,9.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,FI,2013-01-01,13.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,FR,2013-01-01,8.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,HR,2013-01-01,-3.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,HU,2013-01-01,9.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,IE,2013-01-01,3.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,IS,2013-01-01,12.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,IT,2013-01-01,4.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,LT,2013-01-01,11.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,MT,2013-01-01,6.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,NL,2013-01-01,0.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,NO,2013-01-01,8.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,PL,2013-01-01,8.1,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,PT,2013-01-01,4.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,RO,2013-01-01,1.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,SE,2013-01-01,9.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,SI,2013-01-01,3.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,SK,2013-01-01,13.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,UK,2013-01-01,7.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,BE,2013-01-01,6.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,BG,2013-01-01,19.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,CH,2013-01-01,16.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,CY,2013-01-01,11.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,CZ,2013-01-01,28.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,DK,2013-01-01,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,ES,2013-01-01,15.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,FI,2013-01-01,19.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,FR,2013-01-01,13.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,HR,2013-01-01,9.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,HU,2013-01-01,21.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,IE,2013-01-01,12.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,IS,2013-01-01,22.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,IT,2013-01-01,9.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,LT,2013-01-01,17.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,MT,2013-01-01,12.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,NL,2013-01-01,14.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,NO,2013-01-01,15.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,PL,2013-01-01,12.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,PT,2013-01-01,11.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,RO,2013-01-01,7.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,SE,2013-01-01,16.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,SI,2013-01-01,8.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,SK,2013-01-01,24.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,UK,2013-01-01,22.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,BE,2013-01-01,8.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,BG,2013-01-01,17.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,CH,2013-01-01,22.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,CY,2013-01-01,25.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,CZ,2013-01-01,23.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,DK,2013-01-01,19.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,ES,2013-01-01,19.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,FI,2013-01-01,19.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,FR,2013-01-01,19.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,HR,2013-01-01,9.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,HU,2013-01-01,23.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,IE,2013-01-01,19.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,IS,2013-01-01,24.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,IT,2013-01-01,9.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,LT,2013-01-01,10.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,MT,2013-01-01,10.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,NL,2013-01-01,24.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,NO,2013-01-01,18.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,PL,2013-01-01,5.6,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,PT,2013-01-01,18.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,RO,2013-01-01,6.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,SE,2013-01-01,17.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,SI,2013-01-01,11.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,SK,2013-01-01,21.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y45-54,UK,2013-01-01,30.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,BE,2013-01-01,16.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,BG,2013-01-01,6.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,CH,2013-01-01,23.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,CY,2013-01-01,28.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,CZ,2013-01-01,16.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,DK,2013-01-01,17.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,ES,2013-01-01,23.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,FI,2013-01-01,23.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,FR,2013-01-01,21.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,HR,2013-01-01,1.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,HU,2013-01-01,19.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,IE,2013-01-01,22.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,IS,2013-01-01,23.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,IT,2013-01-01,5.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,LT,2013-01-01,9.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,MT,2013-01-01,5.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,NL,2013-01-01,24.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,NO,2013-01-01,20.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,PL,2013-01-01,6.9,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,PT,2013-01-01,15.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,RO,2013-01-01,4.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,SE,2013-01-01,17.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,SI,2013-01-01,4.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,SK,2013-01-01,17.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y55-64,UK,2013-01-01,26.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,BE,2013-01-01,12.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,BG,2013-01-01,-2.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,CH,2013-01-01,32.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,CY,2013-01-01,46.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,CZ,2013-01-01,23.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,DK,2013-01-01,13.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,ES,2013-01-01,43.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,FI,2013-01-01,22.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,FR,2013-01-01,30.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,HR,2013-01-01,13.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,HU,2013-01-01,21.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,IE,2013-01-01,25.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,IS,2013-01-01,22.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,LT,2013-01-01,11.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,MT,2013-01-01,17.8,u,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,NL,2013-01-01,19.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,NO,2013-01-01,18.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,PL,2013-01-01,5.1,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,PT,2013-01-01,36.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,RO,2013-01-01,20.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,SI,2013-01-01,-3.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,SK,2013-01-01,14.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_GE65,UK,2013-01-01,27.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,BE,2013-01-01,-0.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,BG,2013-01-01,6.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,CH,2013-01-01,4.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,CY,2013-01-01,4.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,CZ,2013-01-01,11.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,DK,2013-01-01,5.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,ES,2013-01-01,7.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,FI,2013-01-01,6.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,FR,2013-01-01,-4.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,HR,2013-01-01,0.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,HU,2013-01-01,2.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,IE,2013-01-01,4.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,IS,2013-01-01,4.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,IT,2013-01-01,12.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,LT,2013-01-01,8.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,MT,2013-01-01,1.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,NL,2013-01-01,1.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,NO,2013-01-01,4.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,PL,2013-01-01,7.3,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,PT,2013-01-01,8.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,RO,2013-01-01,-0.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,SE,2013-01-01,5.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,SI,2013-01-01,3.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,SK,2013-01-01,9.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y_LT25,UK,2013-01-01,5.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,AT,2014-01-01,14.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,BE,2014-01-01,1.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,BG,2014-01-01,13.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,CH,2014-01-01,7.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,CY,2014-01-01,-0.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,CZ,2014-01-01,12.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,DE,2014-01-01,11.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,DK,2014-01-01,11.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,EL,2014-01-01,2.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,ES,2014-01-01,6.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,FI,2014-01-01,11.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,FR,2014-01-01,8.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,HR,2014-01-01,1.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,HU,2014-01-01,10.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,IE,2014-01-01,2.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,IS,2014-01-01,9.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,IT,2014-01-01,6.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,LT,2014-01-01,13.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,LU,2014-01-01,-5.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,LV,2014-01-01,14.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,ME,2014-01-01,1.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,MK,2014-01-01,5.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,MT,2014-01-01,5.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,NL,2014-01-01,-0.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,NO,2014-01-01,8.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,PL,2014-01-01,9.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,PT,2014-01-01,5.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,RO,2014-01-01,1.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,RS,2014-01-01,6.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,SE,2014-01-01,9.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,SI,2014-01-01,6.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,SK,2014-01-01,13.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,TR,2014-01-01,-12.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y25-34,UK,2014-01-01,8.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,AT,2014-01-01,22.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,A,PC,Y35-44,BE,2014-01-01,5.7,,
