DATAFLOW,LAST UPDATE,freq,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2021-01-01,2.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2021-01-01,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2022-01-01,18.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2022-01-01,0.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2022-01-01,12.6,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2022-01-01,17.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2022-01-01,11.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2022-01-01,18.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2022-01-01,17.7,b,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2022-01-01,13.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA19,2022-01-01,13.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2022-01-01,12.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2022-01-01,21.1,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EL,2022-01-01,13.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2022-01-01,9.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2022-01-01,12.2,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2022-01-01,16.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2022-01-01,12.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2022-01-01,7.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2022-01-01,17.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2022-01-01,9.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2022-01-01,9.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2022-01-01,3.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2022-01-01,10.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2022-01-01,-0.7,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2022-01-01,18.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2022-01-01,5.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2022-01-01,14.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2022-01-01,13.7,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2022-01-01,7.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2022-01-01,6.3,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2022-01-01,1.5,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2022-01-01,10.4,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2022-01-01,6.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2022-01-01,16.8,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2023-01-01,18.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2023-01-01,0.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2023-01-01,13.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2023-01-01,17.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2023-01-01,12.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2023-01-01,18.0,d,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2023-01-01,17.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2023-01-01,14.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2023-01-01,12.1,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2023-01-01,19.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EL,2023-01-01,13.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2023-01-01,7.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2023-01-01,11.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2023-01-01,16.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2023-01-01,12.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2023-01-01,7.4,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2023-01-01,17.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2023-01-01,8.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2023-01-01,9.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2023-01-01,2.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2023-01-01,11.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2023-01-01,-0.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2023-01-01,16.4,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2023-01-01,5.1,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2023-01-01,12.5,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2023-01-01,12.8,dp,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2023-01-01,5.9,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2023-01-01,8.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2023-01-01,3.8,e,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2023-01-01,11.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2023-01-01,6.0,bp,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2023-01-01,15.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,AT,2024-01-01,17.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BE,2024-01-01,0.7,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,BG,2024-01-01,12.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CH,2024-01-01,16.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CY,2024-01-01,11.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,CZ,2024-01-01,18.5,dp,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DE,2024-01-01,15.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,DK,2024-01-01,14.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EA20,2024-01-01,11.4,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EE,2024-01-01,18.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EL,2024-01-01,13.4,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,ES,2024-01-01,7.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,EU27_2020,2024-01-01,11.1,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FI,2024-01-01,16.3,bp,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,FR,2024-01-01,11.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HR,2024-01-01,6.6,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,HU,2024-01-01,16.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IE,2024-01-01,8.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IS,2024-01-01,11.1,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,IT,2024-01-01,5.3,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LT,2024-01-01,10.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LU,2024-01-01,-0.8,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,LV,2024-01-01,13.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,MT,2024-01-01,4.9,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NL,2024-01-01,11.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,NO,2024-01-01,13.0,dp,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PL,2024-01-01,4.0,,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,PT,2024-01-01,7.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,RO,2024-01-01,3.7,e,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SE,2024-01-01,11.2,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SI,2024-01-01,8.0,p,
ESTAT:TESEM180(1.0),26/02/26 23:00:00,A,PC,B-S_X_O,SK,2024-01-01,15.7,p,
