DATAFLOW,COUNTRY,INDICATOR,DATA_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMAL_DISPLAYED,CURRENCY,COMMODITY_CF,PCPS_RY,INDEX_TYPE,PRICES,EXRATE,TRANSFORMATION,DERIVATION_TYPE,OVERLAP,DOI,FULL_DESCRIPTION,AUTHOR,PUBLISHER,DEPARTMENT,CONTACT_POINT,TOPIC,TOPIC_DATASET,KEYWORDS,KEYWORDS_DATASET,LANGUAGE,PUBLICATION_DATE,UPDATE_DATE,METHODOLOGY,METHODOLOGY_NOTES,ACCESS_SHARING_LEVEL,ACCESS_SHARING_NOTES,SECURITY_CLASSIFICATION,SOURCE,SHORT_SOURCE_CITATION,FULL_SOURCE_CITATION,LICENSE,SUGGESTED_CITATION,KEY_INDICATOR,SERIES_NAME
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,127.5568032060803,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,152.1326648955576,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,143.9788771958413,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,161.0323698056735,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,149.7661164417951,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,161.8680825866855,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,170.67045972851,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,165.907492897373,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,169.9289056814,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,163.9408039337473,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,176.3992012718127,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,188.9044113854645,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,168.886293367301,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,166.9208198264826,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,166.8068786354834,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,170.5709712549532,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,172.8921448981408,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,184.8719591720232,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,190.3342220831361,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,203.9970817118034,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,215.0718005578159,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,POILBRE,INDEX,M,,231.2347738366226,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
