DATAFLOW,LAST UPDATE,freq,frequenc,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,SI,2007-01-01,2.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,SK,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,TR,2007-01-01,6.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,AT,2007-01-01,2.0,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,BE,2007-01-01,7.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,BG,2007-01-01,4.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,CY,2007-01-01,6.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,CZ,2007-01-01,7.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,EE,2007-01-01,2.3,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,EL,2007-01-01,8.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,ES,2007-01-01,5.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,HR,2007-01-01,6.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,HU,2007-01-01,3.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,LT,2007-01-01,2.6,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,LV,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,MT,2007-01-01,6.0,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,PL,2007-01-01,5.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,PT,2007-01-01,6.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,RO,2007-01-01,10.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,SI,2007-01-01,3.0,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,SK,2007-01-01,2.7,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-54,PC,TR,2007-01-01,6.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,AT,2007-01-01,1.5,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,BE,2007-01-01,6.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,BG,2007-01-01,5.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,CY,2007-01-01,6.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,CZ,2007-01-01,6.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,EE,2007-01-01,2.6,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,EL,2007-01-01,9.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,ES,2007-01-01,5.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,HR,2007-01-01,6.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,HU,2007-01-01,3.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,LT,2007-01-01,2.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,LV,2007-01-01,3.5,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,MT,2007-01-01,5.7,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,PL,2007-01-01,5.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,PT,2007-01-01,7.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,RO,2007-01-01,11.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,SI,2007-01-01,2.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,SK,2007-01-01,2.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y45-64,PC,TR,2007-01-01,6.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,AT,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,BE,2007-01-01,4.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,BG,2007-01-01,5.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,CY,2007-01-01,7.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,CZ,2007-01-01,5.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,EE,2007-01-01,3.0,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,EL,2007-01-01,9.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,ES,2007-01-01,6.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,HR,2007-01-01,5.3,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,HU,2007-01-01,3.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,LT,2007-01-01,3.2,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,LV,2007-01-01,3.2,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,MT,2007-01-01,5.4,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,PL,2007-01-01,5.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,PT,2007-01-01,7.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,RO,2007-01-01,11.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,SI,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,SK,2007-01-01,2.6,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y55-64,PC,TR,2007-01-01,5.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,AT,2007-01-01,29.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,BE,2007-01-01,36.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,BG,2007-01-01,36.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,CY,2007-01-01,41.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,CZ,2007-01-01,35.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,EE,2007-01-01,28.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,EL,2007-01-01,36.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,ES,2007-01-01,31.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,FI,2007-01-01,18.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,HR,2007-01-01,27.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,HU,2007-01-01,30.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,LT,2007-01-01,35.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,LV,2007-01-01,31.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,MT,2007-01-01,41.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,PL,2007-01-01,45.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,PT,2007-01-01,34.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,RO,2007-01-01,35.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,SI,2007-01-01,30.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,SK,2007-01-01,30.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-34,PC,TR,2007-01-01,27.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,AT,2007-01-01,25.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,BE,2007-01-01,35.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,BG,2007-01-01,36.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,CY,2007-01-01,42.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,CZ,2007-01-01,35.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,EE,2007-01-01,25.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,EL,2007-01-01,37.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,ES,2007-01-01,30.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,FI,2007-01-01,14.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,HR,2007-01-01,28.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,HU,2007-01-01,28.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,LT,2007-01-01,33.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,LV,2007-01-01,32.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,MT,2007-01-01,41.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,PL,2007-01-01,44.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,PT,2007-01-01,33.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,RO,2007-01-01,36.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,SI,2007-01-01,28.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,SK,2007-01-01,29.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-44,PC,TR,2007-01-01,26.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,AT,2007-01-01,22.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,BE,2007-01-01,31.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,BG,2007-01-01,36.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,CY,2007-01-01,39.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,CZ,2007-01-01,32.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,EE,2007-01-01,23.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,EL,2007-01-01,36.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,ES,2007-01-01,28.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,FI,2007-01-01,9.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,HR,2007-01-01,29.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,HU,2007-01-01,26.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,LT,2007-01-01,30.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,LV,2007-01-01,29.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,MT,2007-01-01,38.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,PL,2007-01-01,42.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,PT,2007-01-01,32.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,RO,2007-01-01,35.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,SI,2007-01-01,25.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,SK,2007-01-01,27.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y25-64,PC,TR,2007-01-01,23.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,AT,2007-01-01,22.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,BE,2007-01-01,34.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,BG,2007-01-01,36.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,CY,2007-01-01,43.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,CZ,2007-01-01,34.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,EE,2007-01-01,22.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,EL,2007-01-01,38.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,ES,2007-01-01,30.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,FI,2007-01-01,10.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,HR,2007-01-01,28.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,HU,2007-01-01,26.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,LT,2007-01-01,31.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,LV,2007-01-01,32.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,MT,2007-01-01,40.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,PL,2007-01-01,44.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,PT,2007-01-01,33.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,RO,2007-01-01,36.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,SI,2007-01-01,26.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,SK,2007-01-01,28.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-44,PC,TR,2007-01-01,24.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,AT,2007-01-01,21.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,BE,2007-01-01,32.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,BG,2007-01-01,35.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,CY,2007-01-01,40.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,CZ,2007-01-01,32.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,EE,2007-01-01,22.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,EL,2007-01-01,37.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,ES,2007-01-01,28.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,FI,2007-01-01,8.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,HR,2007-01-01,28.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,HU,2007-01-01,25.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,LT,2007-01-01,28.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,LV,2007-01-01,29.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,MT,2007-01-01,40.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,PL,2007-01-01,41.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,PT,2007-01-01,33.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,RO,2007-01-01,35.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,SI,2007-01-01,25.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,SK,2007-01-01,26.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y35-54,PC,TR,2007-01-01,23.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,AT,2007-01-01,19.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,BE,2007-01-01,30.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,BG,2007-01-01,34.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,CY,2007-01-01,37.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,CZ,2007-01-01,29.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,EE,2007-01-01,21.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,EL,2007-01-01,36.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,ES,2007-01-01,25.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,FI,2007-01-01,6.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,HR,2007-01-01,28.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,HU,2007-01-01,24.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,LT,2007-01-01,26.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,LV,2007-01-01,25.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,MT,2007-01-01,40.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,PL,2007-01-01,39.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,PT,2007-01-01,32.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,RO,2007-01-01,34.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,SI,2007-01-01,25.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,SK,2007-01-01,24.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-54,PC,TR,2007-01-01,21.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,AT,2007-01-01,18.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,BE,2007-01-01,27.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,BG,2007-01-01,36.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,CY,2007-01-01,35.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,CZ,2007-01-01,29.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,EE,2007-01-01,21.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,EL,2007-01-01,34.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,ES,2007-01-01,25.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,FI,2007-01-01,5.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,HR,2007-01-01,30.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,HU,2007-01-01,24.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,LT,2007-01-01,27.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,LV,2007-01-01,26.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,MT,2007-01-01,36.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,PL,2007-01-01,39.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,PT,2007-01-01,31.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,RO,2007-01-01,34.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,SI,2007-01-01,22.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,SK,2007-01-01,25.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y45-64,PC,TR,2007-01-01,19.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y55-64,PC,AT,2007-01-01,16.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y55-64,PC,BE,2007-01-01,25.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y55-64,PC,BG,2007-01-01,39.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y55-64,PC,CY,2007-01-01,31.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y55-64,PC,CZ,2007-01-01,29.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y55-64,PC,EE,2007-01-01,22.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1W,Y55-64,PC,EL,2007-01-01,31.4,,
